response_id,tap_id,tap_type_id,tap_class,month,responder_email,responder_name,responder_department,responder_authority,responded_at,minutes_to_respond,outcome,answer,deflected_to,rationale,quality_score,rated_worth_asking,durable,reversed_at
RSP000279,TAP000386,denial_reason_classification,tactical,2026-05,mdiallo@northharbor.health,Mariam Diallo,Revenue Cycle,ic,2026-05-11T13:11:00,7,answered,Authorization or referral,,,0.96,,true,
RSP000280,TAP000387,denial_reason_classification,tactical,2026-05,lbrennan@northharbor.health,Liam Brennan,Revenue Cycle,manager,2026-05-02T15:55:00,37,answered,Coding or documentation,,,0.87,true,true,
RSP000281,TAP000389,encounter_type_mapping,tactical,2026-05,apereira@northharbor.health,Ana Pereira,Clinical Operations,ic,2026-05-16T16:10:00,110,deflected,,jmwangi@northharbor.health,,0.89,false,false,
RSP000282,TAP000390,encounter_type_mapping,tactical,2026-05,iharlow@northharbor.health,Ines Harlow,Clinical Operations,ic,2026-05-16T16:28:00,212,answered,Inpatient,,,0.83,,true,
RSP000283,TAP000391,encounter_type_mapping,tactical,2026-05,dschultz@northharbor.health,Dana Schultz,Clinical Operations,ic,2026-05-17T01:13:00,469,answered,Not sure,,see thread,0.43,,false,2026-06-20T01:13:00
RSP000284,TAP000392,encounter_type_mapping,tactical,2026-05,apereira@northharbor.health,Ana Pereira,Clinical Operations,ic,2026-05-04T15:27:00,58,answered,Telehealth,,,0.94,,true,
RSP000285,TAP000393,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T20:32:00,324,answered,Not patient data,,see thread,0.72,false,true,
RSP000286,TAP000395,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-24T18:51:00,202,answered,Not sure -- escalate to privacy,,see thread,0.31,false,false,2026-06-19T18:51:00
RSP000287,TAP000396,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-25T01:45:00,371,deflected,,mgrant@northharbor.health,,0.86,false,false,
RSP000288,TAP000397,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T17:03:00,292,answered,De-identified,,,0.91,,true,
RSP000289,TAP000398,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-29T15:33:00,343,answered,Not patient data,,see thread,0.89,true,true,
RSP000290,TAP000399,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-21T18:00:00,92,answered,De-identified,,,0.88,true,true,
RSP000291,TAP000400,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-08T13:52:00,118,answered,Not sure -- escalate to privacy,,see thread,0.34,true,false,
RSP000292,TAP000403,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-14T02:37:00,1094,answered,Not patient data,,see thread,0.48,false,true,
RSP000293,TAP000405,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-28T13:39:00,285,answered,De-identified,,,0.78,true,true,
RSP000294,TAP000406,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-08T18:44:00,145,answered,PHI -- indirect / limited data set,,,0.82,true,true,
RSP000295,TAP000407,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-20T17:53:00,10,answered,De-identified,,,0.58,true,true,
RSP000296,TAP000409,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-23T11:51:00,66,answered,PHI -- direct identifier,,,0.71,true,true,
RSP000297,TAP000410,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-23T00:03:00,384,answered,Not patient data,,see thread,0.99,true,true,
RSP000298,TAP000412,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-13T11:03:00,100,deflected,,rsantos@northharbor.health,,1.0,true,false,
RSP000299,TAP000413,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-24T13:42:00,186,answered,Not patient data,,see thread,0.73,,true,
RSP000300,TAP000414,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-23T15:25:00,133,answered,Not patient data,,see thread,0.88,true,true,
RSP000301,TAP000415,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-21T12:39:00,29,answered,Not sure -- escalate to privacy,,see thread,0.4,true,false,
RSP000302,TAP000416,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-13T15:05:00,154,answered,PHI -- direct identifier,,,0.78,,true,
RSP000303,TAP000417,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-30T00:55:00,509,answered,De-identified,,,1.0,false,true,
RSP000304,TAP000418,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-05T19:29:00,106,answered,Not sure -- escalate to privacy,,see thread,0.37,true,false,2026-06-06T19:29:00
RSP000305,TAP000420,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-07T17:24:00,26,answered,PHI -- direct identifier,,,0.91,,true,
RSP000306,TAP000421,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-27T17:34:00,271,answered,PHI -- direct identifier,,,0.65,true,true,
RSP000307,TAP000423,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-28T15:01:00,147,answered,Not patient data,,see thread,0.96,,true,
RSP000308,TAP000424,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-31T13:52:00,156,answered,De-identified,,,0.56,true,true,
RSP000309,TAP000427,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T14:36:00,162,answered,De-identified,,,0.81,,true,
RSP000310,TAP000432,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T15:30:00,252,answered,Not sure -- escalate to privacy,,see thread,0.41,true,false,
RSP000311,TAP000433,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T12:30:00,96,answered,De-identified,,,0.86,,true,
RSP000312,TAP000434,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-11T20:12:00,169,answered,PHI -- direct identifier,,,1.0,,true,
RSP000313,TAP000435,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-08T14:53:00,135,answered,PHI -- direct identifier,,,0.71,true,true,
RSP000314,TAP000436,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-15T15:32:00,66,answered,PHI -- indirect / limited data set,,,0.85,,true,
RSP000315,TAP000437,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T15:02:00,180,answered,De-identified,,,0.91,,true,
RSP000316,TAP000438,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-22T17:33:00,61,answered,De-identified,,,0.91,true,true,
RSP000317,TAP000439,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-14T12:41:00,170,answered,PHI -- indirect / limited data set,,,0.98,true,true,
RSP000318,TAP000440,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-27T18:27:00,147,answered,PHI -- indirect / limited data set,,,0.77,,true,
RSP000319,TAP000442,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-22T18:24:00,200,answered,Not sure -- escalate to privacy,,see thread,0.16,,false,
RSP000320,TAP000443,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-07T16:13:00,155,answered,Not patient data,,see thread,0.8,true,true,
RSP000321,TAP000444,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T12:11:00,97,answered,PHI -- indirect / limited data set,,,0.68,true,true,
RSP000322,TAP000445,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T05:22:00,975,answered,PHI -- indirect / limited data set,,,0.99,,true,
RSP000323,TAP000446,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-11T20:09:00,293,answered,PHI -- indirect / limited data set,,,0.91,false,false,
RSP000324,TAP000447,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-29T14:22:00,17,answered,Not patient data,,see thread,0.73,true,true,
RSP000325,TAP000448,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-22T23:36:00,347,answered,De-identified,,,0.9,true,true,
RSP000326,TAP000449,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-16T13:51:00,339,answered,PHI -- direct identifier,,,1.0,true,true,
RSP000327,TAP000451,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-03T13:14:00,148,answered,PHI -- indirect / limited data set,,,0.86,true,true,
RSP000328,TAP000452,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-27T10:14:00,62,answered,Not sure -- escalate to privacy,,see thread,0.44,true,false,
RSP000329,TAP000453,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T02:24:00,743,answered,De-identified,,,0.73,,false,2026-05-25T02:24:00
RSP000330,TAP000454,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-30T10:26:00,31,answered,Not sure -- escalate to privacy,,see thread,0.2,true,false,2026-06-11T10:26:00
RSP000331,TAP000455,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-10T19:32:00,63,answered,Not patient data,,see thread,0.87,false,true,
RSP000332,TAP000457,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T15:10:00,133,deflected,,rsantos@northharbor.health,,0.91,true,false,
RSP000333,TAP000458,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-15T16:38:00,27,answered,De-identified,,,0.87,,true,
RSP000334,TAP000459,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-14T11:11:00,68,answered,PHI -- indirect / limited data set,,,0.91,true,true,
RSP000335,TAP000460,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-13T20:06:00,293,answered,PHI -- indirect / limited data set,,,0.44,true,false,
RSP000336,TAP000461,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T12:14:00,133,answered,Not sure -- escalate to privacy,,see thread,0.56,false,false,
RSP000337,TAP000462,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-29T20:24:00,331,answered,PHI -- direct identifier,,,0.58,true,false,
RSP000338,TAP000463,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-18T17:30:00,116,answered,PHI -- direct identifier,,,0.98,true,true,
RSP000339,TAP000464,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T23:14:00,419,answered,Not patient data,,see thread,1.0,true,true,
RSP000340,TAP000465,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T16:44:00,56,answered,Not patient data,,see thread,0.94,,true,
RSP000341,TAP000466,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-11T10:10:00,139,answered,PHI -- indirect / limited data set,,,0.58,true,true,
RSP000342,TAP000467,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-16T15:31:00,139,answered,Not patient data,,see thread,0.83,true,true,
RSP000343,TAP000468,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-24T21:09:00,224,answered,PHI -- indirect / limited data set,,,0.85,true,false,2026-07-13T21:09:00
RSP000344,TAP000470,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-14T01:19:00,392,deflected,,vosei@northharbor.health,,0.91,true,false,
RSP000345,TAP000471,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-25T13:27:00,22,answered,De-identified,,,0.71,true,true,
RSP000346,TAP000472,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-15T15:19:00,32,answered,PHI -- direct identifier,,,0.93,false,true,
RSP000347,TAP000473,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-17T12:37:00,47,answered,Not patient data,,see thread,0.8,true,false,2026-07-04T12:37:00
RSP000348,TAP000474,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-02T16:22:00,369,answered,PHI -- direct identifier,,,0.74,true,true,
RSP000349,TAP000475,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-10T06:46:00,811,answered,PHI -- indirect / limited data set,,,0.8,true,true,
RSP000350,TAP000476,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-20T12:27:00,81,answered,PHI -- direct identifier,,,0.85,,false,2026-06-03T12:27:00
RSP000351,TAP000477,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-29T16:13:00,128,answered,PHI -- indirect / limited data set,,,0.85,false,true,
RSP000352,TAP000479,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-08T16:41:00,33,answered,Not patient data,,see thread,0.66,true,true,
RSP000353,TAP000480,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-24T12:14:00,43,answered,Not sure -- escalate to privacy,,see thread,0.71,,false,
RSP000354,TAP000481,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-21T18:00:00,281,answered,PHI -- indirect / limited data set,,,0.69,,true,
RSP000355,TAP000482,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-30T14:10:00,104,answered,Not sure -- escalate to privacy,,see thread,0.5,true,false,
RSP000356,TAP000483,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-04T20:27:00,297,answered,Not patient data,,see thread,1.0,,false,2026-05-07T20:27:00
RSP000357,TAP000484,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-31T15:16:00,248,answered,PHI -- direct identifier,,,0.59,,true,
RSP000358,TAP000485,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-07T11:50:00,100,answered,Not sure -- escalate to privacy,,see thread,0.38,,false,2026-06-21T11:50:00
RSP000359,TAP000486,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-08T12:30:00,95,answered,Not sure -- escalate to privacy,,see thread,0.38,true,false,2026-06-30T12:30:00
RSP000360,TAP000487,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-13T14:21:00,158,answered,Not patient data,,see thread,0.89,,true,
RSP000361,TAP000488,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-30T15:04:00,134,answered,Not sure -- escalate to privacy,,see thread,0.63,,false,
RSP000362,TAP000489,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-11T13:21:00,75,answered,PHI -- indirect / limited data set,,,0.73,true,true,
RSP000363,TAP000490,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T12:46:00,27,answered,De-identified,,,0.93,true,true,
RSP000364,TAP000491,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T15:04:00,159,answered,PHI -- indirect / limited data set,,,0.86,true,true,
RSP000365,TAP000492,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-27T19:51:00,505,answered,De-identified,,,0.83,true,true,
RSP000366,TAP000494,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-23T19:19:00,213,answered,De-identified,,,0.96,false,true,
RSP000367,TAP000495,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-15T21:12:00,216,answered,De-identified,,,0.95,true,true,
RSP000368,TAP000497,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-05T15:49:00,277,answered,PHI -- indirect / limited data set,,,0.85,true,true,
RSP000369,TAP000498,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-06T18:35:00,172,deflected,,rsantos@northharbor.health,,0.79,true,false,
RSP000370,TAP000499,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-25T13:25:00,136,answered,De-identified,,,0.65,,true,
RSP000371,TAP000500,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-10T16:27:00,414,answered,Not sure -- escalate to privacy,,see thread,0.42,true,false,
RSP000372,TAP000501,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-13T17:23:00,122,answered,Not sure -- escalate to privacy,,see thread,0.67,false,false,
RSP000373,TAP000503,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-03T17:32:00,308,deflected,,vosei@northharbor.health,,0.83,,false,
RSP000374,TAP000504,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-23T12:02:00,85,answered,PHI -- indirect / limited data set,,,0.72,,true,
RSP000375,TAP000505,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-08T21:42:00,313,answered,PHI -- direct identifier,,,0.66,true,true,
RSP000376,TAP000506,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-19T22:06:00,308,answered,PHI -- indirect / limited data set,,,0.63,true,true,
RSP000377,TAP000507,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-29T14:16:00,67,answered,Not sure -- escalate to privacy,,see thread,0.48,true,false,2026-07-04T14:16:00
RSP000378,TAP000508,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-08T21:33:00,302,answered,PHI -- direct identifier,,,0.87,,true,
RSP000379,TAP000511,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-17T15:24:00,108,answered,De-identified,,,0.79,true,true,
RSP000380,TAP000512,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-10T18:13:00,172,answered,PHI -- indirect / limited data set,,,0.69,,true,
RSP000381,TAP000513,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-28T16:26:00,251,answered,Not sure -- escalate to privacy,,see thread,0.41,false,false,
RSP000382,TAP000514,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-17T15:47:00,51,answered,De-identified,,,0.73,true,true,
RSP000383,TAP000515,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-12T20:52:00,306,answered,PHI -- direct identifier,,,0.62,false,true,
RSP000384,TAP000516,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-04T22:05:00,266,answered,Not sure -- escalate to privacy,,see thread,0.5,,false,2026-05-22T22:05:00
RSP000385,TAP000517,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T02:12:00,616,answered,Not patient data,,see thread,1.0,,true,
RSP000386,TAP000518,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-13T11:30:00,31,answered,PHI -- indirect / limited data set,,,0.86,false,true,
RSP000387,TAP000519,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-31T13:34:00,46,answered,De-identified,,,0.62,true,false,
RSP000388,TAP000521,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T16:16:00,383,answered,PHI -- direct identifier,,,0.71,false,true,
RSP000389,TAP000523,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-31T15:49:00,417,deflected,,rsantos@northharbor.health,,0.8,,false,
RSP000390,TAP000524,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-24T12:16:00,15,answered,Not patient data,,see thread,0.98,,true,
RSP000391,TAP000525,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-13T14:35:00,237,answered,Not sure -- escalate to privacy,,see thread,0.53,,false,
RSP000392,TAP000526,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-07T13:16:00,223,answered,PHI -- indirect / limited data set,,,0.7,true,true,
RSP000393,TAP000527,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-20T17:40:00,71,answered,Not sure -- escalate to privacy,,see thread,0.54,,false,
RSP000394,TAP000528,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-05T14:21:00,107,answered,PHI -- direct identifier,,,0.87,,true,
RSP000395,TAP000530,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-25T21:37:00,582,deflected,,mgrant@northharbor.health,,0.87,false,false,
RSP000396,TAP000531,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-22T17:17:00,233,answered,Not sure -- escalate to privacy,,see thread,0.29,,false,2026-07-04T17:17:00
RSP000397,TAP000532,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-21T01:04:00,620,answered,De-identified,,,0.97,true,true,
RSP000398,TAP000533,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T11:02:00,100,answered,PHI -- indirect / limited data set,,,0.84,,true,
RSP000399,TAP000535,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-16T13:17:00,68,deflected,,mgrant@northharbor.health,,0.7,,false,
RSP000400,TAP000537,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-29T20:44:00,253,answered,PHI -- indirect / limited data set,,,0.7,true,true,
RSP000401,TAP000538,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-19T12:58:00,128,answered,Not sure -- escalate to privacy,,see thread,0.46,,false,2026-07-05T12:58:00
RSP000402,TAP000539,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-11T18:39:00,515,answered,Not sure -- escalate to privacy,,see thread,0.46,true,false,2026-06-17T18:39:00
RSP000403,TAP000540,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-05T12:47:00,54,answered,PHI -- direct identifier,,,1.0,false,true,
RSP000404,TAP000541,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-01T14:36:00,125,answered,Not sure -- escalate to privacy,,see thread,0.42,,false,2026-06-01T14:36:00
RSP000405,TAP000542,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-18T12:39:00,134,deflected,,mgrant@northharbor.health,,0.84,true,false,
RSP000406,TAP000543,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-20T01:20:00,766,answered,Not patient data,,see thread,0.87,,true,
RSP000407,TAP000544,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-06T21:38:00,298,answered,Not sure -- escalate to privacy,,see thread,0.38,,false,
RSP000408,TAP000546,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-25T19:47:00,160,answered,Not sure -- escalate to privacy,,see thread,0.42,,false,
RSP000409,TAP000547,phi_column_classification,tactical,2026-05,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-05-09T17:27:00,123,answered,Not patient data,,see thread,0.89,,true,
RSP000410,TAP000548,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-06T19:55:00,205,answered,De-identified,,,0.9,true,true,
RSP000411,TAP000549,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-01T10:51:00,86,deflected,,mgrant@northharbor.health,,0.82,,false,
RSP000412,TAP000551,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-27T14:18:00,156,answered,PHI -- indirect / limited data set,,,0.85,true,true,
RSP000413,TAP000552,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-22T17:23:00,51,answered,PHI -- indirect / limited data set,,,0.87,true,true,
RSP000414,TAP000553,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T13:27:00,196,answered,De-identified,,,0.61,true,true,
RSP000415,TAP000555,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-23T17:53:00,183,answered,PHI -- direct identifier,,,0.47,true,true,
RSP000416,TAP000556,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-18T18:12:00,101,answered,PHI -- direct identifier,,,0.82,false,true,
RSP000417,TAP000557,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-03T14:23:00,84,deflected,,mgrant@northharbor.health,,0.81,true,false,
RSP000418,TAP000559,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-26T13:18:00,178,answered,PHI -- direct identifier,,,0.89,true,true,
RSP000419,TAP000561,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-27T22:33:00,207,deflected,,vosei@northharbor.health,,0.77,true,false,
RSP000420,TAP000562,phi_column_classification,tactical,2026-05,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-05-12T12:26:00,193,answered,Not patient data,,see thread,1.0,,false,2026-06-02T12:26:00
