entry_id,tap_id,employee_email,employee_name,department,authority_level,quarter,month,tap_type_id,tap_class,points,amount_usd,status
INC000366,TAP000782,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000367,TAP000786,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-06,metric_deprecation,strategic,3.38,40.5,paid
INC000368,TAP000787,jokafor@northharbor.health,Joy Okafor,Revenue Cycle,director,FY27-Q2,2026-06,metric_deprecation,strategic,3.38,40.5,paid
INC000369,TAP000788,nfarrell@northharbor.health,Nora Farrell,Growth,director,FY27-Q2,2026-06,metric_deprecation,strategic,3.38,40.5,paid
INC000370,TAP000789,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-06,metric_deprecation,strategic,3.38,40.5,paid
INC000371,TAP000792,nfarrell@northharbor.health,Nora Farrell,Growth,director,FY27-Q2,2026-06,metric_deprecation,strategic,3.38,40.5,paid
INC000372,TAP000793,rpatel@northharbor.health,Rohan Patel,Revenue Cycle,ic,FY27-Q2,2026-07,denial_reason_classification,tactical,0.5,6.0,paid
INC000373,TAP000794,ysong@northharbor.health,Yuna Song,Revenue Cycle,lead,FY27-Q2,2026-07,denial_reason_classification,tactical,0.5,6.0,paid
INC000374,TAP000796,lbrennan@northharbor.health,Liam Brennan,Revenue Cycle,manager,FY27-Q2,2026-07,denial_reason_classification,tactical,0.5,6.0,paid
INC000375,TAP000798,rpatel@northharbor.health,Rohan Patel,Revenue Cycle,ic,FY27-Q2,2026-07,denial_reason_classification,tactical,0.5,6.0,paid
INC000376,TAP000799,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,FY27-Q2,2026-07,denial_reason_classification,tactical,0.5,6.0,paid
INC000377,TAP000802,iharlow@northharbor.health,Ines Harlow,Clinical Operations,ic,FY27-Q2,2026-07,encounter_type_mapping,tactical,0.8,9.6,paid
INC000378,TAP000803,dschultz@northharbor.health,Dana Schultz,Clinical Operations,ic,FY27-Q2,2026-07,encounter_type_mapping,tactical,0.8,9.6,paid
INC000379,TAP000804,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000380,TAP000805,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000381,TAP000806,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000382,TAP000809,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000383,TAP000812,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000384,TAP000813,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000385,TAP000817,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000386,TAP000818,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000387,TAP000819,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000388,TAP000823,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000389,TAP000827,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000390,TAP000832,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000391,TAP000833,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000392,TAP000836,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000393,TAP000839,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000394,TAP000840,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000395,TAP000843,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000396,TAP000848,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000397,TAP000856,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000398,TAP000861,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000399,TAP000862,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000400,TAP000866,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000401,TAP000868,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000402,TAP000869,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000403,TAP000870,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000404,TAP000871,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000405,TAP000873,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000406,TAP000875,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000407,TAP000877,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000408,TAP000879,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000409,TAP000880,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000410,TAP000881,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000411,TAP000891,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000412,TAP000895,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000413,TAP000896,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000414,TAP000897,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000415,TAP000898,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000416,TAP000899,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000417,TAP000902,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000418,TAP000903,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000419,TAP000904,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000420,TAP000909,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000421,TAP000910,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000422,TAP000911,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000423,TAP000912,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000424,TAP000913,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000425,TAP000914,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000426,TAP000916,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000427,TAP000917,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000428,TAP000918,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000429,TAP000920,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000430,TAP000922,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000431,TAP000923,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000432,TAP000925,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000433,TAP000927,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000434,TAP000928,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000435,TAP000930,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000436,TAP000931,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000437,TAP000934,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000438,TAP000936,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000439,TAP000937,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000440,TAP000940,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000441,TAP000943,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000442,TAP000944,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000443,TAP000947,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000444,TAP000950,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000445,TAP000951,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000446,TAP000955,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000447,TAP000960,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000448,TAP000963,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000449,TAP000966,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000450,TAP000967,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000451,TAP000968,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000452,TAP000974,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000453,TAP000975,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000454,TAP000976,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000455,TAP000981,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000456,TAP000982,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,14.4,paid
INC000457,TAP000984,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000458,TAP000985,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-07,phi_column_classification,tactical,1.2,0.0,capped
INC000459,TAP000992,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-07,quality_measure_criteria,strategic,6.75,81.0,paid
INC000460,TAP000994,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-07,quality_measure_criteria,strategic,6.75,81.0,paid
INC000461,TAP000995,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-07,source_freshness_ownership,tactical,1.5,18.0,paid
INC000462,TAP000996,hyusuf@northharbor.health,Hana Yusuf,Data Platform,manager,FY27-Q2,2026-07,source_freshness_ownership,tactical,1.5,18.0,paid
INC000463,TAP000999,nfarrell@northharbor.health,Nora Farrell,Growth,director,FY27-Q2,2026-07,metric_deprecation,strategic,3.38,40.5,paid
INC000464,TAP001001,jokafor@northharbor.health,Joy Okafor,Revenue Cycle,director,FY27-Q2,2026-07,metric_deprecation,strategic,3.38,40.5,paid
INC000465,TAP001002,jokafor@northharbor.health,Joy Okafor,Revenue Cycle,director,FY27-Q2,2026-07,metric_deprecation,strategic,3.38,40.5,paid
INC000466,TAP001003,mdiallo@northharbor.health,Mariam Diallo,Revenue Cycle,ic,FY27-Q3,2026-08,denial_reason_classification,tactical,0.5,6.0,accrued
INC000467,TAP001005,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000468,TAP001006,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000469,TAP001007,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000470,TAP001010,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000471,TAP001013,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000472,TAP001014,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000473,TAP001016,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000474,TAP001017,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000475,TAP001019,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000476,TAP001021,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000477,TAP001022,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
INC000478,TAP001024,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q3,2026-08,phi_column_classification,tactical,1.2,14.4,accrued
